geo,urban_built_area_2000,urban_population_2000,urban_built_area_2005,urban_population_2005,urban_builtuparea_growthrate_2000-2005,urban_population_growthrate_2000-2005,rateratio_2000-2005,urban_built_area_2010,urban_population_2010,urban_builtuparea_growthrate_2005-2010,urban_population_growthrate_2005-2010,rateratio_2005-2010,urban_built_area_2015,urban_population_2015,urban_builtuparea_growthrate_2010-2015,urban_population_growthrate_2010-2015,rateratio_2010-2015,urban_built_area_2020,urban_population_2020,urban_builtuparea_growthrate_2015-2020,urban_population_growthrate_2015-2020,rateratio_2015-2020
FRA,1525854420.9098022,23543089.526825972,1660826284.1411748,24711273.421135567,0.08845657972462052,0.04961897175723339,1.7827169042801745,1885623172.8392186,27047496.441907007,0.13535243923134796,0.09454077824954449,1.4316831502495073,2016357501.086279,27967607.618491992,0.06933216038611317,0.03401834911268822,2.038081276561817,2098054723.9176505,28163579.104439545,0.040517231089902725,0.007007087936187222,5.782320909754335
GAB,47823768.66666665,533314.4911158285,51359791.94509806,597142.9243649561,0.07393861623657505,0.11968254062548046,0.6177894941915487,56817627.65490205,684520.8943772621,0.10626670208551933,0.14632672756732384,0.726228925174499,61739091.02745098,775712.8882471296,0.08661860017177823,0.1332201757739313,0.6501913067489578,66853547.08235298,973766.8502401103,0.08283983404660052,0.25531864301045865,0.32445665960713704
GBR,1960445980.3451,30898546.846080765,2059456653.1843147,32685030.470040217,0.05050415764161266,0.057817723042404276,0.8735065129523044,2143691862.7411757,34630145.60206442,0.04090166667340007,0.059510886300293935,0.6872972193189811,2214221321.7372556,36449363.42510479,0.03290093143605662,0.052532780079674754,0.6262933617097145,2262559550.654904,37992186.874597915,0.02183080274907778,0.042327857183659154,0.5157549708777994
GEO,50783647.47450988,1372212.3274917956,54136582.156862654,1362238.549406933,0.06602390432935584,-0.007268392715210013,-9.08370074599748,56877769.38039218,1394383.9096973347,0.050634656166265515,0.02359745310716447,2.1457678477552404,59524358.73333347,1420530.7915257115,0.0465311734579673,0.01875156594000876,2.481455341214322,62727633.290196046,1358573.8494418326,0.0538145160238199,-0.04361534607590904,-1.2338436093149419
GHA,475789801.63137305,6644904.005765481,546111321.4156866,8427116.860125393,0.14779955254021282,0.2682074643687203,0.5510642773797833,629347571.97647,10344891.064861005,0.15241626990081383,0.22757180617845102,0.6697502316314887,708177064.6078424,12326363.079812502,0.1252558937882416,0.1915411194306395,0.6539373590410649,752415969.2627449,14863553.172825523,0.06246870573166618,0.20583444415719854,0.3034900499158342
GIN,99292430.56470586,1940298.6634577138,106668364.1882353,2235797.131022481,0.07428495386385735,0.15229535180845472,0.4877690158087504,115035731.20000017,2590310.565653258,0.07844281737553566,0.1585624338236136,0.4947124957907509,124464981.6274511,3041928.114581458,0.08196801401694334,0.1743488039297346,0.47013809197095374,128951534.9333334,3391736.136607015,0.03604671167117071,0.11499549261166143,0.31346195274714006
GLP,4872655.894117647,70067.21573624373,5740952.301960776,68180.38986654105,0.1781977686730046,-0.026928797582100525,-6.617368195877116,14090766.317647062,116809.23645649124,1.454430132233371,0.7132380246745169,2.0391932032747326,15799212.20000006,119944.8674568037,0.12124577498765036,0.02684403301857386,4.516675080222047,16311865.231372615,121671.57792580737,0.03244801227320389,0.014395867915111313,2.253980966242631
GMB,851587.2000000002,39553.11593681122,867903.3294117649,38103.73244287489,0.019159669628388817,-0.036643977588309805,-0.5228599865343535,887783.6627450984,35746.06786768395,0.022906160927862435,-0.06187489844270633,-0.37020118827463805,905275.0980392164,34038.14886151436,0.019702362217427036,-0.047779213436609264,-0.4123626322054675,921953.423529412,35730.03877742104,0.018423488645959808,0.049705697063321626,0.3706514491183889
GNB,12155740.768627444,268612.3697292378,13778307.992156858,331159.0646720417,0.1334815585831734,0.23285113416724315,0.57324847937954,16464374.517647043,405060.77823515126,0.19494893908738267,0.22316077512870441,0.8735806683542346,18736099.262745116,488170.7241319213,0.13797819909059805,0.20517895180787402,0.6724773563508524,19292637.254901953,564602.4484477261,0.029704048017265686,0.1565676115701485,0.1897202602720748
GNQ,7761418.231372547,228994.4387465887,10002350.035294127,309896.16233285813,0.2887271033615319,0.353291215407189,0.817249596848189,16706385.847058842,469132.0702497585,0.6702460709842153,0.5138363338164406,1.3043960243256163,23702915.976470597,635912.5723502571,0.41879375907288136,0.3555086353651058,1.1780129015509906,25826990.686274506,1285991.7749947694,0.08961237984020341,1.0222776383267547,0.08765953247972763
GRC,177916375.91372558,4898820.32869017,198444297.58823517,4994605.367311479,0.11537960780217271,0.019552674357199575,5.900962993314942,208834145.83529377,4994260.917729111,0.052356496877613304,-6.896432391266504e-05,-759.1823410596537,216769254.77647027,4954019.074558616,0.03799718149269936,-0.008057617299817339,-4.715684560193834,219348791.51372495,4801359.930155732,0.011899919755293089,-0.030815211266921758,-0.386170312194709
GTM,107122288.08235323,2357817.040115405,110380432.48235318,2698094.9759278814,0.03041518677695866,0.14431905869838885,0.2107496199827848,113081020.87843138,2937210.9310604753,0.02446618785000638,0.08862399480595055,0.2760673100279116,116271929.07450986,3074735.440522029,0.02821789342978155,0.04682146181850847,0.6026700648339658,135287124.35294163,3357421.096741123,0.16354072242360732,0.09193820466423597,1.7788113550930018
GUF,4460124.082352943,58833.34223076803,6057415.878431372,75570.65687500194,0.35812721049585167,0.28448689143960965,1.2588531186220728,6717216.749019615,83069.32061706831,0.10892447932089236,0.09922718753748008,1.0977281733370647,7264922.537254902,90069.3420432582,0.08153760831303002,0.0842672285531079,0.9676075707372102,7565627.929411768,93894.37563787343,0.041391410660586325,0.0424676533417791,0.9746573545627495
