geography,pop-averaged_summer_nighttime_uhi_2005,pop-averaged_summer_daytime_uhi_2005,pop-averaged_summer_nighttime_uhi_2010,pop-averaged_summer_daytime_uhi_2010,pop-averaged_summer_nighttime_uhi_2015,pop-averaged_summer_daytime_uhi_2015,pop-averaged_summer_nighttime_uhi_2020,pop-averaged_summer_daytime_uhi_2020
IND,0.5587764474599329,0.11145524394667336,0.501260699677434,0.269610756871911,0.5671856603484562,0.5717296477687277,0.5501973993595402,0.8496712044126454
IRL,0.525809471937394,1.8272831089458261,0.4467105050872451,1.2029123412049183,0.41848500105988506,1.3334688286670997,0.44911567070440117,1.020127100543584
IRN,2.0524568915952983,-0.05918875445262355,2.046925818322191,-0.4910967655933511,2.142915545197038,-1.1476851362819538,1.8965525582462122,-1.3078672325702148
IRQ,1.674536337159006,0.021099598710495722,1.774643824985512,-0.36895630478341557,1.8372365763435263,-0.6040684972730367,2.33198900997035,0.00539845709583319
ISL,0.07934447276525544,0.050273545378963454,0.028781617463658114,-0.043203130211762794,-0.03378953681257075,0.07057670641689227,-0.04528482544648865,0.04862603765354837
ISR,0.8830139063559248,0.09470799823719507,0.7782217146627189,0.07609302761638967,0.9315790087292003,0.20640793132165203,0.9480645292240877,0.29845279306850747
ITA,1.5744760318047015,1.5874196735244996,1.53406525176255,1.702616226281654,1.5607986510191703,1.4108755824371684,1.5574813543682873,1.669460409676635
JAM,0.1235308072797992,1.963409602648963,0.16379094538505312,1.7781602076252703,0.2310651259302723,1.215984444276409,0.04998867013458974,1.4421513697853394
JOR,1.2065227748739664,-0.487168096681143,1.2642696215737963,-0.2790488850831668,1.287643634365976,-0.4128592477122303,1.4693834865198938,-0.06371047385574262
JPN,1.3783133383583037,3.7484654239320494,1.492539427728213,4.346949323427258,1.2879777396919592,4.775437632504234,0.9883018101488403,4.903461126020015
KAZ,1.1789731316622662,0.7380635794974437,1.1623441318112353,0.531768384714091,1.248655039971946,0.6284967041626579,1.407580957719262,0.8347776477828778
KEN,0.15433247227115343,0.2813668493115397,0.19401059621286504,0.4585193388746943,0.42128706809637445,0.5577348376380002,0.3543573355158385,2.0162682033544677
KGZ,2.0311388796675223,1.451535440044568,2.0515833905730143,1.3242191446445477,2.056072581608073,1.805090539722098,2.300538912513501,2.013867408974559
KHM,-0.13198366071531786,2.437637219329336,0.041940032032404644,1.4026202364703606,-0.09223003612576988,1.9526990418692007,-0.24464389320979438,2.3103251194621164
KOR,1.2357323510066127,2.642713012254956,1.239042126013928,2.664761491968609,1.6331587599855908,2.6426530818578624,1.3882058773987895,2.589615561189536
KWT,0.8120975314801189,-2.9175295609731835,0.9368906255040964,-3.304189943813915,0.9476731012917228,-3.5262139387331946,0.7812442157561291,-4.012023690240319
LAO,-0.7364958667133051,1.023472231996492,2.0579024296518758,1.4617102497521832,0.15173558665106,0.6017364538755202,-0.0041679999645991275,0.5168130957290848
LBN,1.4272132626972736,1.769489031541632,1.3606748951003291,1.502284846974446,1.4497730935343216,1.392785830406402,1.3160012258304807,1.663626408251445
LBR,0.10365405531424786,0.62336991223679,0.1088166213286345,0.7128665020293043,0.36186383166597774,1.0316953948241654,0.3317192610231343,1.597137298460943
LBY,1.0523934950831408,-1.222779536289817,1.0008204897021669,-1.3702403196794541,0.852664890457368,-1.5231404227531624,0.9101766042127112,-1.7686896659875078
LKA,0.09579571335423497,0.19028699451111833,0.0065934132686060135,0.07468363974290891,-0.028744399675690153,-0.07916646985391819,-0.07756326990822053,-0.04756306651868605
LSO,0.0677465982368496,0.027505676739109475,0.08212698344053376,0.12643951287125213,0.11993907550322977,0.05517131286985782,0.03999968900451792,0.2510001977738568
LTU,1.0117608842998747,2.402571059727598,0.9764480896267291,2.39560592846853,1.0055585592814975,2.147287566326709,0.8161219568601583,2.2789700965818716
LVA,1.164967055932628,2.5748031618612766,0.9464987912834875,2.903532770287747,1.0528455876009943,2.752755091587332,1.0054168622991948,2.9105897641993193
MAC,0.22281621966508927,0.3609523424506725,0.2050509756171854,-0.19332761118856692,0.3475981859752919,0.17331886610069663,0.08969529129150584,-0.40916765021381196
MAR,1.2563171570661689,-1.0109365617245152,1.1519990112107958,-0.5154837665732447,1.2556484197651065,-0.7445684169452242,1.2878090638014326,-1.0455333389902632
MDA,1.1255540778314037,1.779812495359209,1.3041354581701992,2.1070738693162703,1.5936903449613007,0.781415342930399,1.3478509242149417,0.767699942964488
MDG,0.20080084473267779,0.7304473214539758,0.26033865786365135,0.8330893582046085,0.5813357560434533,0.6316088825789342,0.3424243850960767,0.6032610866911308
MEX,0.9421581387494272,0.733338001138995,0.7050178681279475,1.0767815866731647,0.7405231914340684,1.2792365386823399,0.8386851153806527,0.8622534721097991
MKD,0.886053824782864,0.04940223296380786,1.1304884485383384,0.44957910452253413,1.250134092864042,0.005400626793612914,1.0457351195687052,0.06656519178464575
MLI,0.12158284921000602,1.0255252986530978,0.08445839122141925,0.7490595426266908,0.14778759947726522,0.6237883332839648,0.12650101154438834,0.7312110694615721
MLT,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
MMR,0.07545042539381952,0.9352620208216412,0.05655319943207692,-0.861024747650706,0.28909126011767783,1.6995067434087432,0.2369979259515146,2.102441722756446
MNE,1.202799015472459,2.495238769241144,1.6419824536681489,2.687598893160014,1.3685581415247332,1.9519022821344234,1.8167170553675305,2.270949545106156
MNG,0.5398080064631847,0.13916936718111353,0.49792097372469707,0.20741354361598144,0.4217671799989823,0.11670811397156122,0.6168744877758211,0.6572336772155755
MOZ,0.13962922464326094,0.5417097560292382,0.15362063469337933,0.3965241548550279,0.12644446273628915,0.4426400707216336,0.07484221506034891,0.6829648589223506
MRT,0.19761329614135656,-0.2860004317419919,0.08141150139325831,-0.5301935408882689,0.13568054108931793,-0.8120761506840588,-0.030186444392106188,-1.05193867257625
MUS,0.21134535897958193,0.7366737606890716,0.571514110303585,1.1953534189043442,0.33743615085717726,0.7995062041390545,0.15437884490464301,1.2078773300212364
MWI,0.02769432367327202,0.384463025091881,0.025463300133395286,0.32804989511724997,0.15334776534858888,0.3179937253508596,0.08295303366137072,1.0822329233798624
MYS,0.30982502929733446,1.3665481256205847,0.3296083946047494,1.5054820193656715,0.31761280151872456,1.3192653361325102,0.31139427197207487,1.2067251092489812
NAM,-0.03720696145410072,0.032321286847448484,-0.23472160257080685,0.4445352750884369,-0.4111014379532502,-0.245928567911381,-0.7611024500775956,-0.8906148905451438
NCL,0.023285823507711217,0.45532453585832344,0.008522001536582556,0.5385710243467089,-0.0652025859302556,0.7051897751145196,0.002496924146823969,0.6197562006219016
NER,0.17163686758756921,0.28978379528911635,0.13538518970161137,0.0974345673039486,0.14336626722775814,0.1199094165302921,0.15498751215923906,0.13320153366990795
NGA,0.377051492695586,2.764156538645849,0.31669401346660264,2.2451082341151487,0.20649310987112798,1.8212869856590777,0.294862564669335,2.0850979743808273
NIC,0.18619298345989457,1.2978566376936,0.06794222778870622,1.2361848122226946,0.0771452249351764,0.4660956614751542,0.2588428229579956,0.6810893076174943
NLD,1.1002530319040205,2.3833567681964287,0.9837857425990766,2.0751160210615547,0.967578020761493,1.9682947808250426,1.1983631606359502,1.9779880893576762
NOR,0.1283296064506565,0.2854599988758679,0.08968737929978994,0.360642313629655,0.15478075479988634,0.29281085524690026,0.12022707601544368,0.2935789849430723
NPL,0.2770945974515999,0.6576638614625538,0.8879633521999497,0.8156168420002792,0.5531024181413604,0.7740310403317465,0.5536458467607294,1.0527013488691441
NZL,0.35443435734082873,0.7332400393067845,0.3583174510803705,0.7595849081444019,0.3865445720817912,0.5848542913136899,0.3764796119288242,0.640382948553926
OMN,0.45701275908984906,-2.23956015779886,0.29569006792021696,-3.276193602921022,0.44575573785624967,-2.4254619571098415,0.057232685000765865,-2.6416053303766507
PAK,0.6020609688337282,0.7525072952854677,0.6748366614426619,0.9796671797544113,0.7756145109755097,1.1220470563284157,0.8331768285768624,1.4214765437730532
PAN,0.05160101364430852,1.2235090897989886,0.01199189420944705,1.9891896226769292,-0.0817934261771448,2.0198077283457647,0.051302010296510596,2.996768897408046
PER,0.768826436468034,-0.5098043333398513,0.9355133211406016,-0.30118611343334895,0.7326469024460913,-0.6779377192375254,0.41505532253027,-0.7641607829093015
PHL,0.2249734511053056,1.9721761183567503,0.3842587561148793,2.0595024860736904,0.1420166302416549,1.2784362975467534,0.25400803742839306,1.422444614295332
PNG,0.12046063412533141,0.14822433480936117,0.19070971346137724,0.11214468527524515,0.07794298678111974,0.2891623401660585,0.20536985601671592,0.14663060276958703
POL,1.3589958320183566,2.304136604151488,1.2769614826370033,2.6780386963327825,1.5977775501834168,2.0774310644506544,1.0907716724583136,2.4161511975302363
PRI,0.5287047916443789,2.5014259707932176,0.5001844671893957,2.5078936814092394,0.49709724449238474,2.2039389646233327,0.5237128115770902,2.4550688176295337
PRK,0.10986267782838566,0.8199408844788013,0.19443734201605795,0.7926585932582005,0.31534109893011775,0.9059794184419064,0.2060661343735311,0.8749140855172993
PRT,0.8527372082701836,0.5058216009775109,0.8292340870396555,1.12390446603182,0.8198780523903293,0.9790388557426551,0.7976768430587381,1.1860030887475776
PRY,0.8736065707849568,1.3673489557883327,0.6316245189354833,1.6524654070193738,0.5753627949922279,1.6146369453664735,0.5087065343192996,1.324176638184902
PSE,0.38178169179677907,0.29918716017819497,0.35133076415088377,0.3224557225580152,0.39664030915720483,0.3388369286859892,0.4099671396630786,0.4066765115303002
QAT,0.8290396958580134,1.061379712107449,0.7276921804869505,0.9209955067796773,0.8048777266115146,0.9125104017549809,0.9282593242036681,1.403484531702187
REU,0.09048684163037743,0.428095795607071,-0.012535052393301722,0.3421754121939272,0.04443982898825516,0.23119595838261794,-0.015328421794571067,0.2262212117664228
ROU,1.460080118475733,2.9890512022086675,1.8504461894429887,3.032445199329454,2.121383970600325,2.0126799938220032,1.885949229555873,2.0837164951828973
RUS,1.2516111421490799,2.126541297884965,1.6251042010040455,1.7714794348991878,1.3218811734188838,2.063930745457333,1.3035111287211592,2.1800905173667693
RWA,0.1583476291778724,0.42111317470596954,0.18068208787069376,0.5114966269722441,0.11365905863787525,0.34304045985106135,0.13165958625959287,0.6482660989746464
SAU,0.7310531945653551,-0.8398132302899259,0.58301216030366,-0.8841222631130937,0.6701923213734734,-0.8254764543307531,0.5713475312829716,-1.11253727863392
SDN,0.493520069538667,0.23403218599671832,0.5442837103416125,0.15560577528832267,0.6754643049680903,-0.002307999415697712,0.7620270492109014,0.5595785559876731
SEN,0.4129851342781811,-1.4827189236496632,0.607167641179958,-0.39791251826806967,0.3642861374965944,-1.0925338225557675,0.18921712926412332,-1.3984907479549091
SGP,0.31386819531224897,0.9337772818027442,0.49046195606897397,1.42333360339154,0.40673069685479785,1.2092870141402237,0.4933163635547639,1.658082878546631
SLE,0.2782704610769433,0.7527153503889891,0.7157891350304969,1.112991139755133,0.5704758992716743,1.3072525669009,0.11092370996976043,1.3560758724493522
SLV,0.10869608319599999,1.7030980555335502,-0.014127747593706207,1.541910213365147,-0.004714292727093607,1.416902890607699,0.020954437308702552,1.410712754419438
SOM,0.023845521613973655,-0.13256615245613954,0.024524432616520472,0.2850690590959366,0.06858603475997872,0.09124317453967996,0.14593694424673329,-3.624441828781566e-05
SRB,1.3251668618521804,2.326233635831697,1.5107292364020821,2.44584489194256,2.1206091175118944,2.1279867035533506,1.7354224189213887,2.599387043093586
SSD,0.13829225986988164,0.5990865001336052,0.11286712807664676,0.7634331795532815,0.10942857255961429,0.6671691557619575,0.2002144601525925,0.7310177963053213
SUR,0.15699183017397278,1.1156254336236229,0.1500727393919381,1.6875170248294833,0.08623776908439505,1.307127526564807,0.11013060092574121,1.4311497701642804
SVK,1.5395580819461285,1.3458420944968643,1.4760747699166972,2.076844425744653,1.8902623912252716,0.9144042826357098,1.1218024377172446,1.4579254802868984
SVN,1.1934668969551256,2.1056252359462304,1.3196149483848258,2.1731974973366057,1.495440903020129,1.8539467079601006,1.3681751975312713,2.28495085825961
SWE,0.6846210749656281,1.6239388948643063,0.6428211846031432,1.5686653257996428,0.6077688585938432,1.6652340882690875,0.6684966973662836,1.5264581151818133
SYR,1.5036304327679333,-1.3044416580659837,1.4802226756852297,-1.3841443384715022,1.4883322492269464,-1.8728759800498491,1.468747482881137,-1.7143721457776788
TCD,-0.11719187198935566,0.1165407177191858,-0.17200937465055482,-0.28581785783533564,-0.16933357958166192,0.1245324559198028,-0.08804404557183355,-0.12568749486984887
TGO,0.23641205714049623,1.7117058330197124,0.31367307751549434,2.137667565079602,0.20307592582786416,2.5185509100795462,0.19617139818219226,2.7605924408205857
THA,0.5372830507282264,1.9888985463408093,0.08182105675936913,3.1412008253753902,0.5534153163006691,1.7594650799004823,0.5207256121542156,2.219767278776817
TJK,0.6748279158373481,0.697406692297113,0.6734190257873653,0.6886545346542904,0.7380112680428536,0.9106334873013355,1.0712929014119275,1.4225442977160534
TKM,1.286719389378989,-0.11956134837205616,1.905750382390249,0.057962646020225536,2.002687871674107,0.1753163726142254,2.034548489495745,0.43606929444961773
TLS,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
TUN,1.0533755942265426,-0.42252828631472567,0.9257629862386455,-0.6480410567191965,0.915302994860069,-0.8294960803722861,0.8703479689753036,-0.9723777090736261
TUR,1.2449703817163817,1.074486649187189,1.1336503600361263,1.329398636896347,1.1507869720145745,1.5049903168058678,1.2392592253902457,1.686687965086615
TWN,0.47758071649271494,2.693353499371933,0.5596366586102599,3.2231490074340345,0.3772473787579192,2.864400026957238,0.6092806287880622,3.028064137980371
TZA,0.143634665733678,0.9126731150047885,0.14645835780116007,0.6952438229785809,0.16944493847979095,0.8650210754580817,0.15236695638621156,1.390973573937694
UGA,0.7747310264243242,1.7086579302447746,0.7462541466344966,1.601120715697093,0.573131351719595,1.6058918254718801,0.5550549258743273,1.5954264631598691
UKR,1.383749281327709,1.9148913566538255,1.709348586632952,1.8390174349845936,1.7134063665069033,1.9884161609695101,1.6138517388758815,1.629549683240067
URY,1.667222956901962,0.45776308180840564,1.3702010476592306,1.394636632157535,1.2786916441314344,0.7889267917519794,1.730557584423302,-0.5629111161059747
USA,0.7683755439608713,2.0607583544175734,0.7253738974663548,2.028580358770583,0.7018039398420824,1.912273294665474,0.7280059320215233,2.0160369730991254
UZB,1.0706040798293566,1.150158292708815,1.032088540114664,1.3092299894894357,1.1379504837506416,1.3900876372744415,1.3477700658453156,1.6892744116468608
VAT,2.316736316310276,0.7321997710160268,2.260397328489709,0.94125812769716,2.272353481547749,0.9936091849065862,2.3405848984027866,0.9394422508940317
VEN,0.12484692744887677,1.2002610277589636,-0.0435448139850703,1.347485837505934,0.07481066120179657,0.6681136317946863,0.07142291098134976,1.0282931811620666
VNM,0.11955110461790222,1.7605953244437913,0.0838957705390538,1.898848413042645,0.20324195125023573,1.5209405756393088,0.14123519715579771,1.2214366029366817
YEM,0.16252375307336642,-0.15622523080049175,0.37475454050943385,-0.40208261924916,0.499407008109312,-0.8343321067851848,0.3854579874418967,-0.5575619346671112
ZAF,0.5078277461922381,1.1233910787673518,0.47799202842336413,1.4089994833673647,0.6287278950449525,1.1123751887522333,0.7133653693744191,1.6519197270521535
ZMB,0.36516833785198793,0.9476564410563237,0.23700050573480666,0.9396439232576103,0.31918825028517656,1.2890745463825353,0.37340909755594803,1.9338743055840304
ZWE,0.5134750527390715,0.9839804399189245,0.44808877302862565,0.8834379063697223,0.4643874428276729,0.7109167683162656,0.5253409907918932,0.6607543827896242
